EndType,NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,AppointingPG,AppointingPGIndex,DismissingPresident,DismissingPresidentIndex,DismissingPG,DismissingPGIndex,AppCongressionalElection,AppPresidentialElection,DisCongressionalElection,DisPresidentialElection
0,0,Brooks,SUTHERLAND SPRINGS,4,Wilson,1883,4,Wm. F.,1883-04-04,1884-01-03,274,Arthur,13,Walter Q. Gresham,30,Arthur,13,Walter Q. Gresham,30,99.2,0.9281998,99.2,0.9281998
0,0,Warren,SUTHERLAND SPRINGS,1,Wilson,1884,3,Charlie P.,1884-01-03,1885-12-14,711,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,99.2,0.9281998,70,0.819
0,0,Warren,SUTHERLAND SPRINGS,12,Wilson,1885,14,J. H.,1885-12-14,1886-03-16,92,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,70,0.819,70,0.819
0,0,Warren,SUTHERLAND SPRINGS,3,Wilson,1886,16,Charlie P.,1886-03-16,3/7/10,8756,Cleveland1,14,William F. Vilas,32,Taft,21,Frank H. Hitchcock,43,70,0.819,49.1,0.9011858
0,1,Johnson,UNION,12,Wilson,1883,4,Stephen E.,1883-12-04,2/10/08,8833,Arthur,13,Walter Q. Gresham,30,Roosevelt2,20,George von L. Meyer,42,99.2,0.9281998,49.1,0.9011858
1,0,Varnon,UNITY,11,Wilson,1894,24,Louisa,1894-11-24,8/14/05,3915,Cleveland2,16,Wilson S. Bissell,35,Roosevelt2,20,George B. Cortelyou,41,39.1,0.9145129,49.1,0.9011858
0,1,Jones,TRUEHEART,8,Winkler,1887,26,Wm. B.,1887-08-26,1891-04-16,1329,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,,,,
0,1,Hatchett,ALVORD,12,Wise,1882,18,Shem E.,1882-12-18,1889-04-23,2318,Arthur,13,Timothy O. Howe,29,Harrison,15,John Wanamaker,34,51.5,0.95,81.5,0.815
0,0,Beyett,ALVORD,4,Wise,1889,23,John,1889-04-23,1893-06-19,1518,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,81.5,0.815,60.4,0.8958333
0,0,Etheridge,ALVORD,6,Wise,1893,19,Michael C.,1893-06-19,1896-08-22,1160,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,60.4,0.8958333,39.2,0.8958333
0,0,Leslie,ALVORD,8,Wise,1896,22,Andrew Y.,1896-08-22,1898-02-28,555,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,39.2,0.8958333,59.6,0.8695652
0,0,Sands,ALVORD,2,Wise,1898,28,Henry L.,1898-02-28,2/21/12,5105,McKinley,17,James A. Gary,37,Taft,21,Frank H. Hitchcock,43,,,59.6,0.8695652
0,1,Neilson,ANNEVILLE,3,Wise,1882,6,Geo. G.,1882-03-06,1886-02-23,1450,Arthur,13,Timothy O. Howe,29,Cleveland1,14,William F. Vilas,32,65.4,0.95,94.8,0.9051173
0,0,Massie,ANNEVILLE,2,Wise,1886,23,Virgil W.,1886-02-23,1891-01-22,1794,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,94.8,0.9051173,87.4,0.815
0,0,Reed,ANNEVILLE,1,Wise,1891,22,Jas. M.,1891-01-22,1893-05-18,847,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,87.4,0.815,60.4,0.8958333
0,0,Belshe,ANNEVILLE,5,Wise,1893,18,Wm. M.,1893-05-18,1895-12-26,952,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,60.4,0.8958333,39.2,0.8958333
0,0,McCracken,ANNEVILLE,12,Wise,1895,26,Wm. T.,1895-12-26,1896-11-05,315,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,39.2,0.8958333,59.6,0.8695652
0,0,Poteet,ANNEVILLE,11,Wise,1896,5,Thos. McD.,1896-11-05,1898-03-14,494,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,,,59.6,0.8695652
0,0,Reed,ANNEVILLE,3,Wise,1898,14,Lewis I.,1898-03-14,1898-10-29,229,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
0,0,Smith,ANNEVILLE,10,Wise,1898,29,Wm. X.,1898-10-29,1902-10-02,1433,McKinley,17,Charles Emory Smith,38,Roosevelt1,19,Henry C. Payne,39,,,59.6,0.8695652
0,0,Johnson,AUDUBON,6,Wise,1877,28,Robt. W.,1877-06-28,1884-10-23,2674,Hayes,11,David M. Key,26,Arthur,13,Frank Hatton,31,54.6,0.956,51.5,0.95
0,0,Hill,AUDUBON,10,Wise,1884,23,Geo. B.,1884-10-23,1886-12-02,770,Arthur,13,Frank Hatton,31,Cleveland1,14,William F. Vilas,32,51.5,0.95,15.5,0.9051173
0,0,Hallinbeck,AUDUBON,12,Wise,1886,2,Thos. S.,1886-12-02,1887-11-30,363,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,15.5,0.9051173,15.5,0.9051173
0,0,Johnson,AUDUBON,11,Wise,1887,30,Robt. W.,1887-11-30,1894-03-02,2284,Cleveland1,14,William F. Vilas,32,Cleveland2,16,Wilson S. Bissell,35,15.5,0.9051173,60.4,0.8958333
0,0,Odell,AUDUBON,3,Wise,1894,2,Wm.,1894-03-02,1894-12-31,304,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,60.4,0.8958333,39.2,0.8958333
0,0,Henderson,AUDUBON,12,Wise,1894,31,Andrew J.,1894-12-31,1899-05-18,1599,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,39.2,0.8958333,59.6,0.8695652
0,0,Cushman,AURORA,6,Wise,1882,27,Seth,1882-06-27,1883-01-17,204,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,65.4,0.95,51.5,0.95
0,0,Randall,AURORA,1,Wise,1883,17,Leroy J.,1883-01-17,1885-11-03,1021,Arthur,13,Timothy O. Howe,29,Cleveland1,14,William F. Vilas,32,51.5,0.95,94.8,0.9051173
0,0,Watkins,AURORA,11,Wise,1885,3,Geo. W.,1885-11-03,1889-06-11,1316,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,94.8,0.9051173,81.5,0.815
0,0,Black,AURORA,6,Wise,1889,11,J. R.,1889-06-11,1893-04-01,1390,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,81.5,0.815,60.4,0.8958333
1,0,Watkins,AURORA,4,Wise,1893,1,Geo. W.,1893-04-01,1900-10-31,2769,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,60.4,0.8958333,59.6,0.8695652
1,1,Greenfield,BALSORA,4,Wise,1894,14,Mary M.,1894-04-14,1896-02-08,665,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,60.4,0.8958333,39.2,0.8958333
0,1,Roth,BOONSVILLE,1,Wise,1878,10,Jos.,1878-01-10,1879-09-30,628,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,McClesky,BOONSVILLE,9,Wise,1879,30,John N.,1879-09-30,1879-12-09,70,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Bailey,BOONSVILLE,12,Wise,1879,9,Andrew J.,1879-12-09,1881-10-04,665,Hayes,11,David M. Key,26,Arthur,13,Thomas L. James,28,54.6,0.956,65.4,0.95
0,0,Tyler,BOONSVILLE,10,Wise,1881,4,John W.,1881-10-04,1886-06-02,1702,Arthur,13,Thomas L. James,28,Cleveland1,14,William F. Vilas,32,65.4,0.95,94.8,0.9051173
0,0,Tyler,BOONSVILLE,6,Wise,1886,2,John W.,1886-06-02,1887-01-31,243,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,94.8,0.9051173,15.5,0.9051173
0,0,Ward,BOONSVILLE,1,Wise,1887,31,Wm. E.,1887-01-31,1887-12-29,332,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,15.5,0.9051173,15.5,0.9051173
0,0,Alexander,BOONSVILLE,12,Wise,1887,29,Thos. H.,1887-12-29,1890-03-28,820,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,15.5,0.9051173,81.5,0.815
0,0,Bailey,BOONSVILLE,3,Wise,1890,28,Andrew J.,1890-03-28,1896-09-08,2356,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,81.5,0.815,39.2,0.8958333
0,0,Bailey,BOONSVILLE,9,Wise,1896,8,Henry T.,1896-09-08,1898-04-25,594,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,39.2,0.8958333,59.6,0.8695652
0,0,Curtis,BOONSVILLE,4,Wise,1898,25,Wm. I.,1898-04-25,1899-01-19,269,McKinley,17,Charles Emory Smith,38,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
0,1,Cook,BOYD,9,Wise,1893,30,Chas. M.,1893-09-30,1897-10-01,1462,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,60.4,0.8958333,59.6,0.8695652
0,0,Black,BOYD,10,Wise,1897,1,Jos. R.,1897-10-01,1900-08-30,1063,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
0,0,Mills,BRIAR,2,Wise,1894,17,Geo. W.,1894-02-17,1894-03-20,31,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,60.4,0.8958333,60.4,0.8958333
0,0,Mills,BRIAR,3,Wise,1894,20,Sol. A.,1894-03-20,1899-12-04,2085,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,60.4,0.8958333,59.6,0.8695652
0,0,Griffin,BRIDGEPORT,11,Wise,1876,28,Thos. H.,1876-11-28,1877-02-12,76,Grant2,10,James N. Tyner,25,Grant2,10,James N. Tyner,25,54.6,0.956,54.6,0.956
0,0,Gale,BRIDGEPORT,2,Wise,1877,12,Virginia,1877-02-12,1877-06-28,136,Grant2,10,James N. Tyner,25,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Robertson,BRIDGEPORT,6,Wise,1877,28,John P.,1877-06-28,1878-03-29,274,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
1,0,Poindexter,BRIDGEPORT,3,Wise,1878,29,John G.,1878-03-29,1880-11-09,956,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,54.6,0.956,65.4,0.95
0,0,Boyd,BRIDGEPORT,9,Wise,1884,18,Anderson L.,1884-09-18,1887-10-12,1119,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,51.5,0.95,15.5,0.9051173
0,0,Crawford,BRIDGEPORT,10,Wise,1887,12,Jas. L.,1887-10-12,1891-01-29,1205,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,15.5,0.9051173,87.4,0.815
0,0,Nolan,BRIDGEPORT,1,Wise,1891,29,Thos. J.,1891-01-29,1892-07-13,531,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,87.4,0.815,87.4,0.815
0,0,Lowry,BRIDGEPORT,7,Wise,1892,13,Alex. H.,1892-07-13,1897-08-27,1871,Harrison,15,John Wanamaker,34,McKinley,17,James A. Gary,37,87.4,0.815,59.6,0.8695652
0,0,Hardcastle,BRIDGEPORT,8,Wise,1897,27,Eliz.,1897-08-27,1/28/07,3440,McKinley,17,James A. Gary,37,Roosevelt2,20,George von L. Meyer,42,,,59.6,0.8695652
0,1,Milligan,BRUMLOW,9,Wise,1888,11,Thos. F.,1888-09-11,1890-10-02,751,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,15.5,0.9051173,81.5,0.815
0,0,Sloan,BRUMLOW,10,Wise,1890,2,Jas. R.,1890-10-02,1895-10-24,1848,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,81.5,0.815,39.2,0.8958333
0,0,Raybon,BRUMLOW,10,Wise,1895,24,Francis A.,1895-10-24,2/19/04,3039,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Henry C. Payne,39,39.2,0.8958333,59.6,0.8695652
1,2,Adare,CACTUS HILL,2,Wise,1878,14,Chas.,1878-02-14,1883-01-08,1789,Hayes,11,David M. Key,26,Arthur,13,Timothy O. Howe,29,54.6,0.956,51.5,0.95
0,1,Merryman,CHICO,11,Wise,1877,12,Theo.,1877-11-12,1886-12-22,3327,Hayes,11,David M. Key,26,Cleveland1,14,William F. Vilas,32,54.6,0.956,15.5,0.9051173
0,0,McCracken,CHICO,12,Wise,1886,22,John R.,1886-12-22,1887-01-14,23,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,15.5,0.9051173,15.5,0.9051173
0,0,Hawkins,CHICO,1,Wise,1887,14,Harvey F.,1887-01-14,1889-05-23,860,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,15.5,0.9051173,81.5,0.815
0,0,Williams,CHICO,5,Wise,1889,23,Lycurgus,1889-05-23,1896-03-14,2487,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,81.5,0.815,39.2,0.8958333
0,0,Earhart,CHICO,3,Wise,1896,14,Belle,1896-03-14,1898-05-19,796,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,39.2,0.8958333,59.6,0.8695652
0,0,Williams,CHICO,5,Wise,1898,19,Lycurgus,1898-05-19,1901-07-25,1162,McKinley,17,Charles Emory Smith,38,McKinley,18,Charles Emory Smith,38,,,59.6,0.8695652
0,0,Embry,COTTONDALE,1,Wise,1877,16,Henry H.,1877-01-16,1877-06-18,153,Grant2,10,James N. Tyner,25,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Ferguson,COTTONDALE,6,Wise,1877,18,Jos.,1877-06-18,1878-03-25,280,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Banks,COTTONDALE,3,Wise,1878,25,Benj. F.,1878-03-25,1886-01-20,2858,Hayes,11,David M. Key,26,Cleveland1,14,William F. Vilas,32,54.6,0.956,94.8,0.9051173
0,0,Wilson,COTTONDALE,1,Wise,1886,20,Chas. F.,1886-01-20,1888-08-01,924,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,94.8,0.9051173,15.5,0.9051173
0,0,Swift,COTTONDALE,8,Wise,1888,1,Fred,1888-08-01,1889-01-19,171,Cleveland1,14,Donald M. Dickinson,33,Cleveland1,14,Donald M. Dickinson,33,15.5,0.9051173,81.5,0.815
0,0,Barnett,COTTONDALE,1,Wise,1889,19,Jas. A.,1889-01-19,1889-09-12,236,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,81.5,0.815,81.5,0.815
0,0,Baker,COTTONDALE,9,Wise,1889,12,John R.,1889-09-12,1892-06-28,1020,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.5,0.815,87.4,0.815
0,0,Green,COTTONDALE,6,Wise,1892,28,Willis S.,1892-06-28,1894-04-20,661,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,87.4,0.815,60.4,0.8958333
0,0,Green,COTTONDALE,4,Wise,1894,20,Austin A.,1894-04-20,1897-09-24,1253,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,60.4,0.8958333,59.6,0.8695652
0,0,Cochran,COTTONDALE,9,Wise,1897,24,Riley P.,1897-09-24,1902-06-03,1712,McKinley,17,James A. Gary,37,Roosevelt1,19,Henry C. Payne,39,,,59.6,0.8695652
0,1,Elliott,CRAFTON,4,Wise,1878,23,Jas. F.,1878-04-23,1879-01-08,260,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Smith,CRAFTON,1,Wise,1879,8,Wm. B.,1879-01-08,1879-07-14,187,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Herod,CRAFTON,7,Wise,1879,14,Jasper P.,1879-07-14,1881-02-07,574,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,54.6,0.956,65.4,0.95
0,0,Alexander,CRAFTON,2,Wise,1881,7,Jas. M.,1881-02-07,1884-08-06,1276,Hayes,11,Horace Maynard,27,Arthur,13,Walter Q. Gresham,30,65.4,0.95,51.5,0.95
0,0,Alexander,CRAFTON,8,Wise,1884,6,Jas. M.,1884-08-06,1886-04-14,616,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,51.5,0.95,94.8,0.9051173
0,0,Gaines,CRAFTON,4,Wise,1886,14,Benj. F.,1886-04-14,1888-06-12,790,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,94.8,0.9051173,15.5,0.9051173
0,0,Hedgecoke,CRAFTON,6,Wise,1888,12,Willis P.,1888-06-12,1889-08-10,424,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,15.5,0.9051173,81.5,0.815
0,0,Norwood,CRAFTON,8,Wise,1889,10,Polasky W.,1889-08-10,1893-06-23,1413,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,81.5,0.815,60.4,0.8958333
0,0,Wells,CRAFTON,6,Wise,1893,23,Henry C.,1893-06-23,1894-03-26,276,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,60.4,0.8958333,60.4,0.8958333
0,0,Chipman,CRAFTON,3,Wise,1894,26,Wm. M.,1894-03-26,1898-05-26,1522,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,60.4,0.8958333,59.6,0.8695652
0,0,Cook,CRAFTON,5,Wise,1898,26,Thos. J.,1898-05-26,1899-10-27,519,McKinley,17,Charles Emory Smith,38,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
0,1,Nichols,DAN,3,Wise,1891,21,Jos. D.,1891-03-21,1897-10-08,2393,Harrison,15,John Wanamaker,34,McKinley,17,James A. Gary,37,87.4,0.815,59.6,0.8695652
0,0,Brittain,DAN,10,Wise,1897,8,Pleasant,1897-10-08,1899-02-25,505,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
0,0,Bishop,DECATUR,9,Wise,1877,10,Absalom,1877-09-10,1878-08-09,333,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Salmon,DECATUR,8,Wise,1878,9,Granger,1878-08-09,1883-07-20,1806,Hayes,11,David M. Key,26,Arthur,13,Walter Q. Gresham,30,54.6,0.956,51.5,0.95
0,0,Barber,DECATUR,7,Wise,1883,20,W. W.,1883-07-20,1886-08-02,1109,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,51.5,0.95,94.8,0.9051173
0,0,Shoemaker,DECATUR,8,Wise,1886,2,Andrew H.,1886-08-02,1889-05-14,1016,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,94.8,0.9051173,81.5,0.815
1,0,Barber,DECATUR,5,Wise,1889,14,Wm. W.,1889-05-14,1890-04-04,325,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.5,0.815,81.5,0.815
0,3,Hogg,DECATUR,12,Wise,1893,19,John W.,1893-12-19,1897-11-05,1417,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,60.4,0.8958333,59.6,0.8695652
0,0,Little,DECATUR,11,Wise,1897,5,Harry H.,1897-11-05,1902-02-17,1564,McKinley,17,James A. Gary,37,Roosevelt1,19,Henry C. Payne,39,,,59.6,0.8695652
0,1,Mann,DRACO,10,Wise,1883,10,Wm. J.,1883-10-10,1884-10-13,369,Arthur,13,Walter Q. Gresham,30,Arthur,13,Walter Q. Gresham,30,51.5,0.95,51.5,0.95
0,0,Alexander,DRACO,10,Wise,1884,13,Wm. G.,1884-10-13,1886-02-23,498,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,51.5,0.95,94.8,0.9051173
1,0,Kincanon,DRACO,2,Wise,1886,23,Robt. S.,1886-02-23,1889-01-15,1057,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,94.8,0.9051173,81.5,0.815
0,1,Parker,GARVIN,4,Wise,1880,5,Wm. T.,1880-04-05,1880-07-13,99,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,54.6,0.956,54.6,0.956
0,0,Milner,GARVIN,7,Wise,1880,13,Marcus,1880-07-13,1881-01-18,189,Hayes,11,Horace Maynard,27,Hayes,11,Horace Maynard,27,54.6,0.956,65.4,0.95
0,0,Garvin,GARVIN,1,Wise,1881,18,J. M.,1881-01-18,1881-02-21,34,Hayes,11,Horace Maynard,27,Hayes,11,Horace Maynard,27,65.4,0.95,65.4,0.95
0,0,Milner,GARVIN,2,Wise,1881,21,Marcus,1881-02-21,1881-03-31,38,Hayes,11,Horace Maynard,27,Garfield,12,Thomas L. James,28,65.4,0.95,65.4,0.95
0,0,Searcy,GARVIN,3,Wise,1881,31,Wm. P.,1881-03-31,1885-12-31,1736,Garfield,12,Thomas L. James,28,Cleveland1,14,William F. Vilas,32,65.4,0.95,94.8,0.9051173
0,0,Carlton,GARVIN,12,Wise,1885,31,W. H.,1885-12-31,1886-03-27,86,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,94.8,0.9051173,94.8,0.9051173
0,0,Brown,GARVIN,3,Wise,1886,27,Geo. A.,1886-03-27,1886-12-03,251,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,94.8,0.9051173,15.5,0.9051173
0,0,Winston,GARVIN,12,Wise,1886,3,Wm. T.,1886-12-03,1889-09-17,1019,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,15.5,0.9051173,81.5,0.815
0,0,Lewis,GARVIN,9,Wise,1889,17,Miss Willie V.,1889-09-17,1890-11-04,413,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.5,0.815,87.4,0.815
0,0,Read,GARVIN,11,Wise,1890,4,John F.,1890-11-04,1895-02-07,1556,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,87.4,0.815,39.2,0.8958333
0,0,Wisdom,GARVIN,2,Wise,1895,7,Jas. F.,1895-02-07,1895-04-25,77,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,39.2,0.8958333,39.2,0.8958333
1,0,Taylor,GARVIN,4,Wise,1895,25,Jas. P.,1895-04-25,5/31/04,3323,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Henry C. Payne,39,39.2,0.8958333,59.6,0.8695652
0,1,Goodrum,GREENWOOD,1,Wise,1877,24,Wiley,1877-01-24,1877-07-17,174,Grant2,10,James N. Tyner,25,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Kirkpatrick,GREENWOOD,7,Wise,1877,17,Robt. H.,1877-07-17,1879-01-02,534,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Clifton,GREENWOOD,1,Wise,1879,2,Cyrus W.,1879-01-02,1880-08-31,607,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,54.6,0.956,54.6,0.956
0,0,Long,GREENWOOD,8,Wise,1880,31,Aura C.,1880-08-31,1881-03-21,202,Hayes,11,Horace Maynard,27,Garfield,12,Thomas L. James,28,54.6,0.956,65.4,0.95
0,0,Cavins,GREENWOOD,3,Wise,1881,21,Tolman S.,1881-03-21,1883-03-21,730,Garfield,12,Thomas L. James,28,Arthur,13,Timothy O. Howe,29,65.4,0.95,51.5,0.95
0,0,Minter,GREENWOOD,3,Wise,1883,21,Peyton W.,1883-03-21,1885-08-31,894,Arthur,13,Timothy O. Howe,29,Cleveland1,14,William F. Vilas,32,51.5,0.95,94.8,0.9051173
0,0,Cavins,GREENWOOD,8,Wise,1885,31,Tolman S.,1885-08-31,1889-05-23,1361,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,94.8,0.9051173,81.5,0.815
0,0,Yeary,GREENWOOD,5,Wise,1889,23,Napoleon B.,1889-05-23,1890-07-30,433,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.5,0.815,81.5,0.815
0,0,Summar,GREENWOOD,7,Wise,1890,30,Jas. G.,1890-07-30,1897-07-23,2550,Harrison,15,John Wanamaker,34,McKinley,17,James A. Gary,37,81.5,0.815,59.6,0.8695652
0,0,Davis,GREENWOOD,7,Wise,1897,23,Dr. F.,1897-07-23,3/10/04,2421,McKinley,17,James A. Gary,37,Roosevelt1,19,Henry C. Payne,39,,,59.6,0.8695652
0,1,Scruggs,GUM,3,Wise,1884,18,Alex. W.,1884-03-18,1889-07-20,1950,Arthur,13,Walter Q. Gresham,30,Harrison,15,John Wanamaker,34,51.5,0.95,81.5,0.815
0,0,Russell,GUM,7,Wise,1889,20,Wm. F.,1889-07-20,1889-08-23,34,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.5,0.815,81.5,0.815
0,0,Boulware,GUM,8,Wise,1889,23,Simon L.,1889-08-23,1891-02-20,546,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.5,0.815,87.4,0.815
0,0,Newton,GUM,2,Wise,1891,20,Wm. L.,1891-02-20,1891-12-24,307,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,87.4,0.815,87.4,0.815
0,0,Largent,GUM,12,Wise,1891,24,Thos. V.,1891-12-24,1894-01-06,744,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,87.4,0.815,60.4,0.8958333
0,0,Head,GUM,1,Wise,1894,6,John H.,1894-01-06,1894-05-17,131,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,60.4,0.8958333,60.4,0.8958333
1,0,Henson,GUM,5,Wise,1894,17,Thos. G.,1894-05-17,1899-03-04,1752,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,60.4,0.8958333,59.6,0.8695652
0,0,Dennis,HANNA,11,Wise,1895,28,Wm. L.,1895-11-28,1897-07-26,606,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,39.2,0.8958333,59.6,0.8695652
0,0,Golden,HANNA,7,Wise,1897,26,Andrew H.,1897-07-26,1899-08-04,739,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
1,1,Bradford,JEFFRIES,12,Wise,1883,19,Colman W.,1883-12-19,1884-11-11,328,Arthur,13,Walter Q. Gresham,30,Arthur,13,Frank Hatton,31,51.5,0.95,94.8,0.9051173
0,1,Rankin,JIMNED,8,Wise,1883,29,David F.,1883-08-29,1887-12-19,1573,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,51.5,0.95,15.5,0.9051173
1,0,Rankin,JIMNED,12,Wise,1887,19,David F.,1887-12-19,1889-08-29,619,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,15.5,0.9051173,81.5,0.815
1,2,Currie,JIMNED,3,Wise,1891,6,Robt. E.,1891-03-06,1895-09-06,1645,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,87.4,0.815,39.2,0.8958333
