NewApp,Last,Office,Month,County,Year,Day,First
0,Lawrence,PINE HILL(S),4,Rusk,1878,9,Little J.
0,Langston,PINE HILL(S),12,Rusk,1879,29,Wm. B.
0,Langston,PINE HILL(S),2,Rusk,1887,11,Jas. C.
0,Hillin,PINE HILL(S),12,Rusk,1889,28,Thos. J.
0,Sanders,PINE HILL(S),12,Rusk,1893,9,Arthur M.
-3,Hillin,PINEHILL,12,Rusk,1894,21,Thos. J.
0,Osborne,PINEHILL,12,Rusk,1911,4,Wm. C.
0,Jones,PINEHILL,3,Rusk,1912,11,Homer V.
0,Sanders,PINEHILL,10,Rusk,1912,26,Horace E.
0,Gary,PINEHILL,12,Rusk,1914,22,Arch A.
0,Lowrie,PINEHILL,3,Rusk,1919,6,Geo. L.
1,Wood,PIRTLE,4,Rusk,1884,25,Chas. E.
0,Kelly,PIRTLE,2,Rusk,1886,12,Ben C.
0,McLarty,PIRTLE,12,Rusk,1896,17,Jas. O.
0,McCarty,PIRTLE,11,Rusk,1897,30,J. O.
0,McLarty,PIRTLE,12,Rusk,1896,17,Jas. O.
0,Compton,PIRTLE,2,Rusk,1898,17,Frank L.
0,Turner,PIRTLE,10,Rusk,1901,18,Mollie
0,Thompson,PIRTLE,3,Rusk,1902,21,Wm. T.
1,Neeley,PONE,10,Rusk,1898,31,Luther O.
0,Neeley,PONE,3,Rusk,1900,13,Henry C.
0,Hudson,PONE,5,Rusk,1902,8,F. Jink
1,Smith,PYLAS,7,Rusk,1900,14,Geo. W.
0,Young,PYLAS,2,Rusk,1902,11,John H.
0,Jordan,PYLAS,4,Rusk,1902,5,Calvin
1,Chisum,RABBIT CREEK,1,Rusk,1850,29,Wm. P.
1,Pinkston,REAGAN,6,Rusk,1858,30,Jas. T.
0,Pinkston,REAGAN,3,Rusk,1862,13,J. P.
1,Wallace,RHODES,6,Rusk,1893,3,Addie
0,Freeman,RHODES,8,Rusk,1900,13,Ed. A.
0,Keeling,RHODES,12,Rusk,1902,29,Wm. B.
1,Grigsby,SAN COSME,9,Rusk,1849,1,Sol. M.
0,Jenkins,SAN COSME,10,Rusk,1854,21,Walter S.
0,Gallaway,SAN COSME,9,Rusk,1855,6,Amos P.
0,Gallaway,SAN COSME,6,Rusk,1856,17,Robinson H.
0,Galloway,SAN COSME,8,Rusk,1861,5,A. P.
0,Watkins,SAN COSME,12,Rusk,1862,16,John M
2,McAnulty,SAN COSME,8,Rusk,1876,3,Jas. S.
1,Branch,SAND HILLS,3,Rusk,1847,8,Asher
2,Branch,SAND HILLS,7,Rusk,1854,11,Norman B.
1,Eiland,SCOOBA,11,Rusk,1887,30,Elhaman W.
1,Beck,SHARON,7,Rusk,1856,31,Theodore
1,Wiggins,SPIVEY,12,Rusk,1879,9,Emma J.
1,Gatlin,STEVENS,8,Rusk,1880,3,Hiram B.
0,Costin,STEVENS,5,Rusk,1881,25,H. E.
0,Irwin,STEVENS,8,Rusk,1881,10,Jas. T.
0,Ba(y)singer,STEVENS,6,Rusk,1893,7,Wm. M.
1,Ray,STEWART,11,Rusk,1896,13,Wm. C.
0,Richards,STEWART,5,Rusk,1898,19,Wm. F.
0,Silvey,STEWART,3,Rusk,1899,10,Geo. H.
0,Watson,STEWART,11,Rusk,1899,21,Geo. H.
0,Armstrong,STEWART,6,Rusk,1907,21,Jos. M.
1,Gaston,TASSO,4,Rusk,1892,11,Irene
1,Tatum,TATUM,1,Rusk,1886,6,Paul
0,Fort,TATUM,5,Rusk,1888,10,John B.
0,Hemby,TATUM,4,Rusk,1895,25,Thos. M.
0,McNaughton,TATUM,12,Rusk,1897,17,Wm. S.
0,Watt,TATUM,11,Rusk,1900,8,Lizzie
0,Holtzclaw,TATUM,4,Rusk,1902,3,Lizzie
0,Halvenston,TATUM,6,Rusk,1907,21,Jos. M.
0,Halvenston,TATUM,11,Rusk,1914,16,Effie M.
0,Blout,TATUM,5,Rusk,1918,20,Clamma L.
0,Holtzclaw,TATUM,3,Rusk,1922,2,Mary E.
1,Yarbrough,WALLING'S FERRY,9,Rusk,1847,7,John W.
0,Dodson,WALLING'S FERRY,1,Rusk,1849,13,Laban
0,Etheridge,WALLING'S FERRY,4,Rusk,1850,16,Thos. H.
0,Etheridge,WALLING'S FERRY,2,Rusk,1859,3,Benj. E.
0,Etheridge,WALLING'S FERRY,7,Rusk,1861,12,B. E.
0,Hill,WALLING'S FERRY,4,Rusk,1866,30,Miss Emma
0,Flanagan,WALLING'S FERRY,9,Rusk,1867,5,Robt. B.
0,Prothn,WALLING'S FERRY,7,Rusk,1872,1,Geo.
1,Roberts,WALLING'S MILLS,11,Rusk,1847,26,Thos. J.
1,Johnston,WELCH,3,Rusk,1896,19,Nathan
1,Wherry,WHERRY,1,Rusk,1895,24,Eliz. F.
2,Phillips,WHERRY,10,Rusk,1897,6,Robt. L.
0,Berry,WHERRY,1,Rusk,1900,5,Mary S.
0,Berry,WHERRY,12,Rusk,1906,18,Eugenia E.
0,Dickey,WHERRY,8,Rusk,1907,26,Stephen G.
0,Hall,WHERRY,4,Rusk,1908,20,Homer
3,Phillips,WHERRY,5,Rusk,1910,27,Robt. L.
0,Copeland,WHERRY,3,Rusk,1912,30,Jas. W.
1,Wherry,WHERRY'S,12,Rusk,1858,8,John
0,Wherry,WHERRY'S,7,Rusk,1861,12,John
0,Wherry,WHERRY'S,6,Rusk,1866,25,John
1,Thornhill,AKIN,7,Sabine,1884,25,Gabriel
1,Alford,ALFORD,1,Sabine,1896,17,Burtis T.
1,Smith,BAYOU,3,Sabine,1908,23,Thos. R.
0,Lynch,BAYOU,2,Sabine,1910,25,Charley O.
0,McDaniel,BAYOU,12,Sabine,1910,30,Tilman L.
0,McNaughton,BAYOU,6,Sabine,1920,8,Grover C.
0,Dainwood,BAYOU,11,Sabine,1922,27,John T.
0,McDaniel,BAYOU,3,Sabine,1924,3,Anna C.
0,McNaughton,BAYOU,1,Sabine,1930,9,Elijah T.
0,Ball,BAYOU,3,Sabine,1930,3,Jerre M.
1,Norvell,BEAR CREEK,9,Sabine,1847,14,Lipscomb
0,Norvell,BEAR CREEK,11,Sabine,1861,12,Lipscomb
1,Pratt,BRONSON,10,Sabine,1902,11,Nathan W.
0,Rareshide,BRONSON,2,Sabine,1904,29,Albert M.
0,Howard,BRONSON,7,Sabine,1904,18,Claud A.
-1,Brooke,BROOKELAND,7,Sabine,1866,26,John C.
0,Beaird,BROOKELAND,4,Sabine,1869,8,Noah M.
2,Berryman,BROOKELAND,6,Sabine,1874,22,Fred.
0,Allen,BROOKELAND,2,Sabine,1888,2,Wm. D.
0,Dean,BROOKELAND,1,Sabine,1891,7,Nathan W.
0,Lakey,BROOKELAND,3,Sabine,1891,6,Enoch A.
0,Bell,BROOKELAND,11,Sabine,1895,30,Jas. W.
0,Swann,BROOKELAND,12,Sabine,1896,21,Jos. B.
3,Lakey,BROOKELAND,10,Sabine,1899,13,Enoch A.
0,Dean,BROOKELAND,10,Sabine,1903,13,Nathan W.
0,Bell,BROOKELAND,5,Sabine,1904,3,Jas. W.
0,Havens,BROOKELAND,3,Sabine,1906,10,Virgil R.
0,Berryman,BROOKELAND,6,Sabine,1906,2,Wm. W.
0,Smith,BROOKELAND,3,Sabine,1908,21,Lemuel J.
0,Williams,BROOKELAND,2,Sabine,1910,10,Jas. J.
1,Conn,CONNVILLE,2,Sabine,1904,8,Elisha L.
1,Smith,FAIRDALE,7,Sabine,1902,3,Cornelius F.
0,Smith,FAIRDALE,12,Sabine,1906,18,Thos. R.
0,McCree,FAIRDALE,4,Sabine,1909,6,Fabean A.
1,Faircloth,FAIRMOUNT,3,Sabine,1854,16,Wiley C.
0,Kaufman,FAIRMOUNT,10,Sabine,1855,30,David W.
0,Albertson,FAIRMOUNT,10,Sabine,1856,9,Ichabod H.
0,Edgar,FAIRMOUNT,6,Sabine,1859,16,Valentine K.
0,Nettles,FAIRMOUNT,12,Sabine,1859,28,Jas. M.
0,Nettles,FAIRMOUNT,7,Sabine,1861,12,J. M.
0,Lowe,FAIRMOUNT,1,Sabine,1862,31,Euclid A. F.
2,Smith,FAIRMOUNT,8,Sabine,1876,29,John W.
0,Smith,FAIRMOUNT,8,Sabine,1881,10,Edward
0,Pennington,FAIRMOUNT,12,Sabine,1906,21,John E.
0,Conn,FAIRMOUNT,11,Sabine,1911,27,Geo. W.
0,Smith,FAIRMOUNT,10,Sabine,1912,26,Geo. S.
0,Ener,FAIRMOUNT,2,Sabine,1916,25,Lela M.
0,Donahoe,FAIRMOUNT,10,Sabine,1916,25,Harry J.
0,Smith,FAIRMOUNT,3,Sabine,1923,20,Obadiah J.
0,Fullen,FAIRMOUNT,6,Sabine,1923,25,Lon A.
1,Bobbitt,FONTELLA,11,Sabine,1899,20,Argust T. L.
1,Johnson,GENEVA,7,Sabine,1884,23,Wm. W.
0,Hill,GENEVA,11,Sabine,1886,1,Levi
0,Halbert,GENEVA,10,Sabine,1888,22,Phebe E.
0,Mason,GENEVA,3,Sabine,1906,10,Jos. L.
0,Alford,GENEVA,9,Sabine,1908,16,Thos. E.
0,Partin,GENEVA,7,Sabine,1921,1,Cynthia E.
1,Watson,HEMPHILL,7,Sabine,1859,26,Michael
0,Watson,HEMPHILL,1,Sabine,1862,17,M.
0,Beckcom,HEMPHILL,3,Sabine,1865,11,Simon N.
2,Ragan,HEMPHILL,1,Sabine,1868,13,Jubal H.
0,Pratt,HEMPHILL,6,Sabine,1869,15,Drayton
0,Beckcom,HEMPHILL,10,Sabine,1871,20,Allen J.
0,Morris,HEMPHILL,6,Sabine,1873,13,Wm. T.
0,Beckom,HEMPHILL,8,Sabine,1880,31,Allen J.
0,Whittlesey,HEMPHILL,7,Sabine,1882,31,Luther C.
0,Beckham,HEMPHILL,6,Sabine,1891,25,Allen J.
0,Weatherred,HEMPHILL,5,Sabine,1895,23,Jas. P.
0,Vickers,HEMPHILL,7,Sabine,1902,3,Volney H.
0,McCree,HEMPHILL,4,Sabine,1907,27,Fabean A.
0,Toole,HEMPHILL,12,Sabine,1908,16,Adrian R.
0,McGown,HEMPHILL,2,Sabine,1915,18,Wm. D.
1,Mason,ISLA,3,Sabine,1896,23,Jas. G.
0,Vickers,ISLA,2,Sabine,1902,26,Jas. A.
0,Vickers,ISLA,1,Sabine,1911,28,Cliff. M.
1,Sigler,LONGWOOD,1,Sabine,1847,18,Wm. N.
1,Wethered Jr.,MILAM,5,Sabine,1846,22,F. M.
0,Norford,MILAM,8,Sabine,1846,29,Gideon A.
0,Williams,MILAM,9,Sabine,1856,20,Geo. S.
0,Speight,MILAM,5,Sabine,1857,16,Wm. M.
0,Crawford Jr.,MILAM,11,Sabine,1858,18,Jacob
0,Crawford,MILAM,7,Sabine,1861,12,Jacob
0,Makechney,MILAM,12,Sabine,1861,28,J.
0,Harris,MILAM,1,Sabine,1862,31,Wm. A.
0,Makechney,MILAM,12,Sabine,1863,5,Gilbert
0,Miller,MILAM,7,Sabine,1864,23,Jas. P.
0,Moses,MILAM,10,Sabine,1866,9,Aaron
0,May,MILAM,12,Sabine,1866,12,Mrs. Caroline
0,Browning,MILAM,4,Sabine,1871,13,Wm.
0,Weatherred,MILAM,10,Sabine,1871,10,W. W.
0,Speights,MILAM,11,Sabine,1871,6,Wm. M.
0,Mound,MILAM,6,Sabine,1872,3,Henry C.
0,Boyd,MILAM,6,Sabine,1876,30,Jas. C.
0,Meador,MILAM,4,Sabine,1878,29,Benj. F.
0,Polley,MILAM,3,Sabine,1891,26,Oliver H.
0,Meador,MILAM,8,Sabine,1894,9,Benj. F.
0,Gellatly,MILAM,6,Sabine,1895,27,Wm.
0,Kirk,MILAM,9,Sabine,1908,4,Robt. L.
0,Goodrich,MILAM,1,Sabine,1915,29,Ethyl
0,Nethery,MILAM,12,Sabine,1916,20,Drayton C.
1,Norvell,NORVELL'S,3,Sabine,1847,8,Lipscomb
1,Smith,OAKDALE,12,Sabine,1897,24,Thos. R.
2,Smith,OAKDALE,12,Sabine,1899,11,Reuben J.
1,Strosher,PENDLETON,3,Sabine,1847,8,W.
0,Noble,PENDLETON,7,Sabine,1850,16,Jameson
2,Bond,PENDLETON,1,Sabine,1872,11,Jas. M.
3,Cook,PENDLETON,7,Sabine,1882,7,Granberry J.
0,Clifton,PENDLETON,5,Sabine,1883,27,John A.
0,Flint,PENDLETON,5,Sabine,1889,16,Albert L.
0,Clifton,PENDLETON,5,Sabine,1889,21,John A.
1,Everett,PINELAND,5,Sabine,1904,10,Walter
0,Hargrave,PINELAND,6,Sabine,1906,4,Jas. O.
0,Rodgers,PINELAND,1,Sabine,1909,23,Benj. K.
0,Long,PINELAND,11,Sabine,1909,27,Wm. H.
0,Hybarger,PINELAND,1,Sabine,1915,29,Rufus L.
1,Gaines,RED MOUNT,9,Sabine,1853,29,Edmund P.
1,Clapp,SABINETOWN,5,Sabine,1846,22,Geo. L.
0,Austin,SABINETOWN,5,Sabine,1849,8,Norris
0,Whittlesey,SABINETOWN,7,Sabine,1849,10,Jos. Adolph
0,Bell,SABINETOWN,12,Sabine,1850,12,John
0,Goodloe,SABINETOWN,12,Sabine,1851,1,Robt.
0,Bell,SABINETOWN,12,Sabine,1852,9,John
0,Brown,SABINETOWN,7,Sabine,1853,14,Jacob H.
0,Bell,SABINETOWN,5,Sabine,1854,26,John
0,Clapp,SABINETOWN,6,Sabine,1858,14,Geo. L.
0,Clapp,SABINETOWN,9,Sabine,1861,13,Geo. L.
0,Stille,SABINETOWN,2,Sabine,1866,27,Jos. D.
0,McCook,SABINETOWN,7,Sabine,1866,9,J. J.
0,Stille,SABINETOWN,10,Sabine,1866,11,Jos. D.
2,Shaw,SABINETOWN,10,Sabine,1869,21,Jas. T.
3,Rose,SABINETOWN,8,Sabine,1871,7,H.
4,Beckcom,SABINETOWN,4,Sabine,1873,17,Allen J.
0,Williams,SABINETOWN,1,Sabine,1874,26,Norris A.
0,Stille,SABINETOWN,2,Sabine,1879,5,Jos. D.
0,Mound,SABINETOWN,2,Sabine,1880,10,Henry C.
5,Low,SABINETOWN,2,Sabine,1892,25,Mrs. Lou
6,Low,SABINETOWN,3,Sabine,1894,1,John W.
0,Oliphint,SABINETOWN,8,Sabine,1895,21,Gabriella E.
0,Beaird,SABINETOWN,12,Sabine,1896,1,Jas. M.
0,Morris,SABINETOWN,5,Sabine,1899,19,John A.
0,Oliphint,SABINETOWN,3,Sabine,1901,23,John H.
0,Meador,SABINETOWN,4,Sabine,1903,7,Jos. W.
0,Gandy,SABINETOWN,2,Sabine,1904,24,D. W.
0,Meador,SABINETOWN,4,Sabine,1903,7,Jos. W.
0,Maund,SABINETOWN,1,Sabine,1910,22,Henry C.
0,Lord,SABINETOWN,1,Sabine,1915,29,Lee
0,Rice,SABINETOWN,12,Sabine,1917,20,Melvin
1,Polley,SEXTON,10,Sabine,1860,4,Wm. P.
0,Polley,SEXTON,7,Sabine,1861,12,W. P.
0,Kaigler,SEXTON,10,Sabine,1862,1,David S.
2,Willis,SEXTON,4,Sabine,1879,1,Jas. F.
0,Douthit,SEXTON,5,Sabine,1898,24,Thos. C.
0,Brittain,SEXTON,11,Sabine,1898,2,Wm. T.
0,Wiggins,SEXTON,4,Sabine,1901,30,Stonewall J.
0,Haley,SEXTON,7,Sabine,1903,30,Alonzo C.
0,Wiggins,SEXTON,3,Sabine,1904,16,Stonewall J.
0,Pratt,SEXTON,12,Sabine,1905,22,Drayton
0,Sweet,SEXTON,1,Sabine,1919,15,Grover C.
0,Clifton,SEXTON,5,Sabine,1922,18,Jessie W.
1,Christensen,TALLTIMBER,4,Sabine,1917,21,John B.
2,Cobb,TEBO,7,Sabine,1888,21,Alice A.
0,Brown,TEBO,3,Sabine,1892,10,Robt. A.
0,Payne,TEBO,12,Sabine,1895,20,Laura E.
0,Crow,TEBO,2,Sabine,1896,13,Henry T.
0,Conn Jr.,TEBO,6,Sabine,1898,22,Henry P.
0,Humphreys,TEBO,12,Sabine,1901,19,Russell U.
0,Fuller,TEBO,3,Sabine,1902,11,Ora E.
0,Harvey,TEBO,1,Sabine,1904,11,Minnie O.
0,Eddings,TEBO,11,Sabine,1905,21,Sterling W.
0,Toms,TEBO,7,Sabine,1915,13,D. C.
1,Bennett,TIME,1,Sabine,1896,15,Robt. E.
0,Chambers,TIME,4,Sabine,1906,23,Mollie E.
0,Beall,TIME,3,Sabine,1908,6,Minnie L.
0,Chambers,TIME,11,Sabine,1909,24,Mollie E.
2,Beall,TIME,8,Sabine,1912,30,Minnie L.
0,Smith,TIME,6,Sabine,1918,17,Wm. J.
0,Beall,TIME,3,Sabine,1923,13,Mrs. Clifford D.
0,Beall,TIME,4,Sabine,1924,4,Semantha B.
0,Chambers,TIME,2,Sabine,1927,15,Lena V.
0,Bragg,TIME,11,Sabine,1930,6,Mary A.
1,Berryman Sr.,VESTA,9,Sabine,1888,21,Fred.
1,Kelly,YELLOWPINE,6,Sabine,1902,17,Jas. E.
0,Easley,YELLOWPINE,12,Sabine,1919,20,Calvin P.
1,Hubbell,MAGOFFINSVILLE,9,San Antonio,1852,8,Wm.
1,Moss,ALTONIA,11,San Augustine,1895,22,Zack S.
0,Waggoner,ALTONIA,5,San Augustine,1908,16,John L.
1,Marshburn,ASHTON [1],4,San Augustine,1871,12,Benj.
1,Tucker,ASHTON [2],6,San Augustine,1875,10,D. B.
0,Massey,ASHTON [2],10,San Augustine,1875,18,W. S.
1,Gunning,BANNISTER,3,San Augustine,1914,5,Jas. H.
0,Wall,BANNISTER,8,San Augustine,1918,19,Oma
-2,Powell,BENINA,1,San Augustine,1889,29,Frank C.
2,Boyet,BENINA,7,San Augustine,1890,16,Cynthia
0,Massey,BENINA,3,San Augustine,1895,30,Chas. P.
0,Wade Jr.,BENINA,10,San Augustine,1905,31,Thos. C. S.
0,Nugent,BENINA,10,San Augustine,1915,4,Lee A.
1,Bland,BLANDLAKE,12,San Augustine,1903,7,Jas. J.
0,Cottingham,BLANDLAKE,1,San Augustine,1908,29,L. Arthur
0,Hasley,BLANDLAKE,12,San Augustine,1910,27,John C.
0,Jones,BLANDLAKE,2,San Augustine,1912,27,Jos. C.
0,Richards,BLANDLAKE,4,San Augustine,1927,4,Bobbie
-1,Boren,BOREN'S MILLS,11,San Augustine,1874,5,Wm. M.
0,Phillips,BOREN'S MILLS,5,San Augustine,1881,2,Allen
0,Massey,BOREN'S MILLS,1,San Augustine,1883,30,Joel V.
0,Massey,BOREN'S MILLS,4,San Augustine,1883,30,Wm. S.
1,Beard,BROADDUS,7,San Augustine,1904,30,Sarah B.
0,Woods,BROADDUS,4,San Augustine,1905,28,Elvin C.
0,Woods,BROADDUS,10,San Augustine,1912,15,Geo. W.
0,Allbritton,BROADDUS,7,San Augustine,1915,17,Lonnie L.
0,Brantley,BROADDUS,10,San Augustine,1920,18,Thos. T.
1,Runnels,CADDELL,11,San Augustine,1890,26,Jason W.
0,Townsend,CADDELL,10,San Augustine,1902,24,Geo. W.
1,Creech,CUPP,6,San Augustine,1913,26,Wm. R.
1,Freeman,DENNING,1,San Augustine,1891,10,Wm. H.
0,Belser,DENNING,1,San Augustine,1911,19,Tom S.
0,Freeman,DENNING,7,San Augustine,1923,17,Mrs. Lucett
0,Belser,DENNING,1,San Augustine,1929,22,Tom S.
1,Wade,DOGWOOD GROVE,1,San Augustine,1863,14,A. P.
0,Massey,DOGWOOD GROVE,11,San Augustine,1864,18,Wm. S.
1,Brooke,DWIRE,9,San Augustine,1904,6,Walter W.
0,Morris,DWIRE,3,San Augustine,1909,8,Wm. T.
0,Thomas,DWIRE,1,San Augustine,1911,9,Walter T.
0,Partin,DWIRE,1,San Augustine,1912,5,Willie R.
1,Marshburn,EVIE,9,San Augustine,1899,21,Jessie M.
1,Jones,GAY,4,San Augustine,1908,8,Thos. I.
1,Prater,HALFWAY,12,San Augustine,1891,24,Andrew J.
1,Balch,HALLTOWN,11,San Augustine,1900,15,W. H.
0,Consford,IRONOSA,12,San Augustine,1886,9,John T.
0,Watson,IRONOSA,1,San Augustine,1914,30,Nehemiah T.
1,Kendrick,KENDRICK'S,3,San Augustine,1847,8,John
0,Koher,KENDRICK'S,7,San Augustine,1847,29,Geo.
1,McFarland,LOGVILLE,6,San Augustine,1884,23,Robt. C.
1,Ishmael,LONG LEAF,12,San Augustine,1886,4,Jas. M.
0,Gunning,LONG LEAF,12,San Augustine,1890,17,Ed. W.
0,Chapman,LONG LEAF,9,San Augustine,1896,17,Maude
1,Wade,MACUNE,12,San Augustine,1888,15,Wm. C.
0,Moss,MACUNE,5,San Augustine,1889,15,Florence L.
0,Fisher,MACUNE,10,San Augustine,1891,14,Jos. K.
0,McDonald,MACUNE,1,San Augustine,1892,13,Duncan A.
0,Henry,MACUNE,12,San Augustine,1904,16,John S.
0,Harvey,MACUNE,11,San Augustine,1910,17,Ed.
1,Miller,MILLERTON,4,San Augustine,1899,25,Wm. M.
1,Fox,NEELY,4,San Augustine,1905,22,Lucious S.
0,Neely,NEELY,1,San Augustine,1910,29,Nathan M.
0,Thomas,NEELY,4,San Augustine,1917,11,Jas. A.
0,Dudley,NEELY,1,San Augustine,1919,21,Henry T.
0,Fox,NEELY,4,San Augustine,1920,14,Guy T.
0,Fox,NEELY,8,San Augustine,1921,5,Turah
1,Piper,PINK,11,San Augustine,1903,20,Jas. H.
1,Moss,RANSOM,12,San Augustine,1886,4,Zack S.
0,Phelps,REBECCA,0,San Augustine,0,20 Jly 19O6,J. H.
1,Phelps,REBECCA,5,San Augustine,1907,7,Jas. A.
1,Brooks,SAN AUGUSTINE,5,San Augustine,1846,22,T. G.
0,Blount,SAN AUGUSTINE,6,San Augustine,1846,15,Stephen W.
0,Lewis,SAN AUGUSTINE,5,San Augustine,1852,22,John H.
0,Lewis,SAN AUGUSTINE,9,San Augustine,1861,25,John H.
0,Lucas,SAN AUGUSTINE,9,San Augustine,1862,17,John H.
0,Baker,SAN AUGUSTINE,7,San Augustine,1866,12,Amaziah E.
0,Crocket,SAN AUGUSTINE,1,San Augustine,1880,6,Bogard D.
0,Caldwell,SAN AUGUSTINE,11,San Augustine,1886,18,Jos. T.
0,Thomas,SAN AUGUSTINE,2,San Augustine,1887,14,Mrs. Anna K.
0,Sharp,SAN AUGUSTINE,8,San Augustine,1892,9,Lafayette
0,Price,SAN AUGUSTINE,5,San Augustine,1913,22,J. M.
0,Morris,SAN AUGUSTINE,4,San Augustine,1920,5,Marvin A.
0,Martin,SAN AUGUSTINE,5,San Augustine,1924,14,Cynthia M.
0,Cole,SAN AUGUSTINE,3,San Augustine,1930,10,Emory W.
0,Wade,SAN AUGUSTINE,4,San Augustine,1931,6,Mrs. Atheniar
1,Willis,SNEEDVILLE,10,San Augustine,1870,26,E. B.
0,Kelly,SNEEDVILLE,12,San Augustine,1870,27,John L.
0,Willis,SNEEDVILLE,4,San Augustine,1871,13,Ed. L.
1,Morgan,STEEPCREEK,11,San Augustine,1903,4,Wm. D.
2,Burrus,STEEPCREEK,12,San Augustine,1905,16,Felix A.
0,Parker,STEEPCREEK,4,San Augustine,1909,12,Wiley W.
0,Johnson,STEEPCREEK,10,San Augustine,1909,7,Will W.
0,Ingram,STEEPCREEK,4,San Augustine,1910,14,Thos. W.
0,Luce,STEEPCREEK,12,San Augustine,1910,27,Will
0,Parker,STEEPCREEK,10,San Augustine,1912,26,Wiley W.
3,Young,STEEPCREEK,6,San Augustine,1914,19,Eva A.
0,McDaniel,STEEPCREEK,6,San Augustine,1918,12,Mary C.
0,Massey,STEEPCREEK,1,San Augustine,1919,17,Pet
0,Parker,STEEPCREEK,10,San Augustine,1920,19,Selma V.
0,Maxwell,STEEPCREEK,1,San Augustine,1921,13,Wm.
0,Hargis,STEEPCREEK,4,San Augustine,1921,22,Selma V. P.
0,Hines,STEEPCREEK,9,San Augustine,1923,15,Gertrude
1,Bland,STOP,5,San Augustine,1901,9,Jas. J.
0,Hanks,SWANNVILLE,12,San Augustine,1887,6,Jas. P.
0,Zeagler,SWANNVILLE,1,San Augustine,1890,21,Jephia L.
2,Phelps,SWANNVILLE,11,San Augustine,1890,24,Jas. A.
0,Woods,SWANNVILLE,12,San Augustine,1891,15,Geo. W.
0,Woods,SWANNVILLE,11,San Augustine,1893,14,Temperance L.
0,Phelps,SWANNVILLE,1,San Augustine,1895,12,Jas. A.
0,Wilson,SWANNVILLE,12,San Augustine,1897,17,Thos. L.
0,Cousins,SWANNVILLE,2,San Augustine,1901,13,Wm. D.
0,Phelps,SWANNVILLE,11,San Augustine,1902,10,Jas. R.
1,McKnight,VEACH,10,San Augustine,1916,27,Willie C.
0,Fortenberry,VEACH,8,San Augustine,1918,2,Jas. C.
0,Turner,VEACH,8,San Augustine,1919,28,Robt. G.
0,Carter,VEACH,8,San Augustine,1922,3,Horace E.
0,Burden,VEACH,7,San Augustine,1924,25,E. Plue
1,Wall,WHITE CITY,1,San Augustine,1910,13,Isaac L.
0,Barbo,WHITE CITY,3,San Augustine,1912,1,John Y.
0,Mott,WHITE CITY,7,San Augustine,1921,9,Ella J.
0,Nugent,WHITE CITY,1,San Augustine,1927,6,Lee A.
1,Anderson,ZANA,12,San Augustine,1886,4,Jas. C.
0,Wood,ZANA,11,San Augustine,1888,6,Elias O.
0,Wood,ZANA,7,San Augustine,1908,17,Wm. T.
1,Cole,ALLEN'S CREEK,6,San Felipe,1853,9,Jas. L.
1,Anderson,BYSPOT,5,San Jacinto,1911,5,Wm. J.
1,Phillips,CAMILLA,12,San Jacinto,1895,2,Wm.D.
0,McMurrey,CAMILLA,6,San Jacinto,1913,18,Jim
0,McMurrey,CAMILLA,1,San Jacinto,1926,9,Mrs. Ella
0,Hale,CAMILLA,1,San Jacinto,1927,5,Bessie
1,Walker,CHINQUAPIN,9,San Jacinto,1888,3,Wm. A.
1,Mason,CLERMONT,9,San Jacinto,1882,7,Lafayette
0,Harris,COLD SPRING,8,San Jacinto,1871,28,Jas. N.
0,Thompson,COLD SPRING,12,San Jacinto,1885,21,Henry D.
0,Matson,COLD SPRING,4,San Jacinto,1892,22,Peter
-1,McKellar,COLDSPRING,12,San Jacinto,1894,31,Geo. W.
0,Harrell,COLDSPRING,11,San Jacinto,1898,17,Ed. B.
0,Matson,COLDSPRING,3,San Jacinto,1901,22,Peter M.
0,McClanahan,COLDSPRING,9,San Jacinto,1912,9,Hugh
0,McClanahan,COLDSPRING,11,San Jacinto,1914,3,Robt. H.
1,Dolive,DOLIVE,3,San Jacinto,1895,16,Joe M.
1,Prater,DRURY,3,San Jacinto,1890,4,Joab
0,Smith,DRURY,9,San Jacinto,1895,21,W. N.
0,White,DRURY,1,San Jacinto,1896,9,Annie
0,Jasper,DRURY,11,San Jacinto,1897,6,Ella C.
0,Ragsdale,DRURY,7,San Jacinto,1902,22,Jessie C.
0,Moody,DRURY,11,San Jacinto,1906,14,Wm. F.
2,Scott,DRURY,3,San Jacinto,1908,21,Mary
1,Embry,EMBRYFIELD,11,San Jacinto,1921,16,Frank E.
0,Embry,EMBRYFIELD,7,San Jacinto,1927,14,Mollie
0,Hall,EVERGREEN,4,San Jacinto,1880,5,Thos. P.
2,Ellis,EVERGREEN,11,San Jacinto,1884,14,Benj. F.
0,Kelly,EVERGREEN,8,San Jacinto,1901,21,John C.
0,Hoot,EVERGREEN,11,San Jacinto,1906,1,Josh. L.
1,Everitt,EVERITT,6,San Jacinto,1890,19,Wm. N.
0,Jackson,EVERITT,2,San Jacinto,1905,6,John W.
0,Everitt,EVERITT,8,San Jacinto,1925,31,Mary
2,Everitt,EVERITT,9,San Jacinto,1929,17,D.R.
1,Cooper,MAYNARD,8,San Jacinto,1880,11,Frank J.
0,Ellisor,MAYNARD,6,San Jacinto,1916,22,John C.
0,Ellisor,MAYNARD,2,San Jacinto,1925,27,Jane G.
