NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,DismissingPresident,DismissingPresidentIndex,EndType
0,Fowler,DAWSON,2,Navarro,1883,9,Walter W.,2/9/1883,2/12/1884,368,Arthur,13,Arthur,13,0
0,Berry,DAWSON,2,Navarro,1884,12,John S.,2/12/1884,4/11/1889,1885,Arthur,13,Harrison,15,0
0,Page,DAWSON,4,Navarro,1889,11,Robt. T.,4/11/1889,6/19/1890,434,Harrison,15,Harrison,15,0
0,Page,DAWSON,6,Navarro,1890,19,Mrs. Mary D.,6/19/1890,11/25/1891,524,Harrison,15,Harrison,15,0
0,Westmoreland,DAWSON,11,Navarro,1891,25,Wm. T.,11/25/1891,11/27/1895,1463,Harrison,15,Cleveland2,16,0
0,Farmer,DAWSON,11,Navarro,1895,27,John H.,11/27/1895,10/9/1899,1412,Cleveland2,16,McKinley,17,0
0,Franks,DAWSON,10,Navarro,1899,9,John L.,10/9/1899,8/1/1923,8696,McKinley,17,Harding,24,0
0,Conner,DAWSON,8,Navarro,1923,1,Wm. A.,8/1/1923,na,na,Harding,24,na,na,na
1,Johnston,DRANE,6,Navarro,1883,23,Washington C.,6/23/1883,4/1/1895,4300,Arthur,13,Cleveland2,16,1
2,Johnston,DRANE,5,Navarro,1895,24,John M.,5/24/1895,8/21/1897,820,Cleveland2,16,McKinley,17,0
0,Stone,DRANE,8,Navarro,1897,21,David E.,8/21/1897,5/9/1899,626,McKinley,17,McKinley,17,0
0,Marshall,DRANE,5,Navarro,1899,9,Jos. L.,5/9/1899,1/15/1907,2807,McKinley,17,Roosevelt2,20,1
1,McCalve,DRESDEN,10,Navarro,1852,4,Wm. B.,10/4/1852,11/10/1853,402,Fillmore,3,Pierce,4,0
0,Crossland,DRESDEN,11,Navarro,1853,10,Henry S.,11/10/1853,12/14/1858,1860,Pierce,4,Buchanan,5,0
0,Robinson,DRESDEN,12,Navarro,1858,14,Wm.,12/14/1858,8/5/1861,965,Buchanan,5,Lincoln1,6,0
0,Robinson,DRESDEN,8,Navarro,1861,5,W. S.,8/5/1861,1/23/1867,1997,Lincoln1,6,Johnson,8,1
2,Robinson,DRESDEN,5,Navarro,1867,28,Wm. S.,5/28/1867,12/3/1867,189,Johnson,8,Johnson,8,0
0,Butler,DRESDEN,12,Navarro,1867,3,John H.,12/3/1867,2/28/1872,1548,Johnson,8,Grant1,9,0
0,Robinson,DRESDEN,2,Navarro,1872,28,Wm. S.,2/28/1872,1/19/1887,5439,Grant1,9,Cleveland1,14,0
0,Robinson,DRESDEN,1,Navarro,1887,19,John B.,1/19/1887,12/9/1890,1420,Cleveland1,14,Harrison,15,0
0,Robinson,DRESDEN,12,Navarro,1890,9,Wm. S.,12/9/1890,5/17/1898,2716,Harrison,15,McKinley,17,0
0,Jordan,DRESDEN,5,Navarro,1898,17,D. C.,5/17/1898,4/26/1905,2535,McKinley,17,Roosevelt2,20,0
0,Robinson,DRESDEN,4,Navarro,1905,26,Elmer B.,4/26/1905,1/2/1907,616,Roosevelt2,20,Roosevelt2,20,1
1,Belt,ELLIS,5,Navarro,1903,9,John C.,5/9/1903,3/15/1904,311,Roosevelt1,19,Roosevelt1,19,1
1,Owen,EMHOUSE,11,Navarro,1908,18,Geo. G.,11/18/1908,9/30/1913,1777,Roosevelt2,20,Wilson1,22,0
0,Harrell,EMHOUSE,9,Navarro,1913,30,Wm. C.,9/30/1913,na,na,Wilson1,22,na,na,na
1,Wilson,EMMET,6,Navarro,1888,18,John McH.,6/18/1888,1/31/1890,592,Cleveland1,14,Harrison,15,0
0,Tullos,EMMET,1,Navarro,1890,31,Wm. W.,1/31/1890,3/12/1895,1866,Harrison,15,Cleveland2,16,0
0,Howell,EMMET,3,Navarro,1895,12,Andrew W.,3/12/1895,12/6/1900,2095,Cleveland2,16,McKinley,17,0
0,Wells,EMMET,12,Navarro,1900,6,Benj. I.,12/6/1900,2/2/1903,788,McKinley,17,Roosevelt1,19,0
0,Ledford,EMMET,2,Navarro,1903,2,Galer L.,2/2/1903,10/14/1905,985,Roosevelt1,19,Roosevelt2,20,1
1,Anderson,EUREKA,9,Navarro,1870,13,John W.,9/13/1870,8/7/1876,2155,Grant1,9,Grant2,10,0
0,Anderson,EUREKA,8,Navarro,1876,7,John P.,8/7/1876,12/18/1876,133,Grant2,10,Grant2,10,1
2,Robinson,EUREKA,3,Navarro,1878,4,Wirt,3/4/1878,7/30/1879,513,Hayes,11,Hayes,11,0
0,Clark,EUREKA,7,Navarro,1879,30,Benj. F.,7/30/1879,4/26/1886,2462,Hayes,11,Cleveland1,14,0
0,Blackmon,EUREKA,4,Navarro,1886,26,Walter J.,4/26/1886,6/3/1893,2595,Cleveland1,14,Cleveland2,16,0
0,Watkins,EUREKA,6,Navarro,1893,3,Wm. B. W.,6/3/1893,9/29/1897,1579,Cleveland2,16,McKinley,17,0
0,Blackmon,EUREKA,9,Navarro,1897,29,John T.,9/29/1897,6/14/1901,1353,McKinley,17,McKinley,18,0
0,Johnston,EUREKA,6,Navarro,1901,14,David J.,6/14/1901,12/16/1901,185,McKinley,18,Roosevelt1,19,0
0,Neese,EUREKA,12,Navarro,1901,16,Geo. E.,12/16/1901,12/3/1903,717,Roosevelt1,19,Roosevelt1,19,0
0,Robinson,EUREKA,12,Navarro,1903,3,John B.,12/3/1903,9/11/1905,648,Roosevelt1,19,Roosevelt2,20,0
0,Tekell,EUREKA,9,Navarro,1905,11,Josh S.,9/11/1905,12/7/1907,817,Roosevelt2,20,Roosevelt2,20,0
0,Tekell,EUREKA,12,Navarro,1907,7,Zemrie C.,12/7/1907,4/2/1908,117,Roosevelt2,20,Roosevelt2,20,0
0,Sullivan,EUREKA,4,Navarro,1908,2,John J.,4/2/1908,3/10/1920,4360,Roosevelt2,20,Wilson2,23,0
0,Bonner,EUREKA,3,Navarro,1920,10,John,3/10/1920,3/4/1922,724,Wilson2,23,Harding,24,0
0,Bonner,EUREKA,3,Navarro,1922,4,Lewis B.,3/4/1922,na,na,Harding,24,na,na,na
2,Berry,FRENCH,5,Navarro,1888,29,Jas. A.,5/29/1888,na,na,Cleveland1,14,na,na,na
1,Chesnut,FROST,3,Navarro,1887,18,Wm. A.,3/18/1887,11/15/1887,242,Cleveland1,14,Cleveland1,14,1
2,Watkins,FROST,6,Navarro,1888,5,Wm. J.,6/5/1888,1/27/1890,601,Cleveland1,14,Harrison,15,0
0,Galbreath,FROST,1,Navarro,1890,27,Jos. H.,1/27/1890,9/8/1892,955,Harrison,15,Harrison,15,0
0,Taylor,FROST,9,Navarro,1892,8,Amelia,9/8/1892,2/1/1893,146,Harrison,15,Harrison,15,0
0,Chamberlain,FROST,2,Navarro,1893,1,Alonzo,2/1/1893,5/23/1893,111,Harrison,15,Cleveland2,16,0
0,Galbreath,FROST,5,Navarro,1893,23,Jos. H.,5/23/1893,11/25/1896,1282,Cleveland2,16,Cleveland2,16,0
0,Williams,FROST,11,Navarro,1896,25,Wm. C.,11/25/1896,7/8/1897,225,Cleveland2,16,McKinley,17,0
0,Hyer,FROST,7,Navarro,1897,8,Mrs. Janie,7/8/1897,1/30/1914,6049,McKinley,17,Wilson1,22,0
0,Howell,FROST,1,Navarro,1914,30,Andrew W.,1/30/1914,1/9/1923,3266,Wilson1,22,Harding,24,0
0,Hyer,FROST,1,Navarro,1923,9,Sidney O.,1/9/1923,na,na,Harding,24,na,na,na
1,Moore,GABLE,9,Navarro,1902,10,Wm. T.,9/10/1902,na,na,Roosevelt1,19,na,na,na
1,Pickering,HESTER,4,Navarro,1890,14,Ira,4/14/1890,4/25/1895,1837,Harrison,15,Cleveland2,16,0
0,Finly,HESTER,4,Navarro,1895,25,Wm. H.,4/25/1895,8/20/1898,1213,Cleveland2,16,McKinley,17,0
0,Hervey,HESTER,8,Navarro,1898,20,Chas. A.,8/20/1898,3/26/1901,948,McKinley,17,McKinley,18,0
0,Pace,HESTER,3,Navarro,1901,26,Francis H.,3/26/1901,3/31/1902,370,McKinley,18,Roosevelt1,19,0
0,Bolton,HESTER,3,Navarro,1902,31,Walter J.,3/31/1902,4/15/1903,380,Roosevelt1,19,Roosevelt1,19,1
1,Galloway,JESTER,7,Navarro,1899,1,John M.,7/1/1899,11/21/1899,143,McKinley,17,McKinley,17,0
0,Woodard Jr.,JESTER,11,Navarro,1899,21,Josiah,11/21/1899,7/9/1900,230,McKinley,17,McKinley,17,0
0,Baker,JESTER,7,Navarro,1900,9,Thos. W.,7/9/1900,12/18/1900,162,McKinley,17,McKinley,17,0
0,Boyd,JESTER,12,Navarro,1900,18,Lula,12/18/1900,2/7/1902,416,McKinley,17,Roosevelt1,19,0
0,Hornbeak,JESTER,2,Navarro,1902,7,Sterling H.,2/7/1902,11/28/1902,294,Roosevelt1,19,Roosevelt1,19,0
0,Carter,JESTER,11,Navarro,1902,28,Harrison E.,11/28/1902,5/11/1905,895,Roosevelt1,19,Roosevelt2,20,0
0,Smith,JESTER,5,Navarro,1905,11,John T.,5/11/1905,1/16/1906,250,Roosevelt2,20,Roosevelt2,20,0
0,Phillips,JESTER,1,Navarro,1906,16,Osmond D.,1/16/1906,12/21/1906,339,Roosevelt2,20,Roosevelt2,20,0
0,Franks,JESTER,12,Navarro,1906,21,Gabriel M.,12/21/1906,10/11/1907,294,Roosevelt2,20,Roosevelt2,20,0
0,Archer,JESTER,10,Navarro,1907,11,Wm. M.,10/11/1907,4/9/1909,546,Roosevelt2,20,Taft,21,0
0,Archer,JESTER,4,Navarro,1909,9,Jasper D.,4/9/1909,8/31/1909,144,Taft,21,Taft,21,1
2,Bittner,JESTER,9,Navarro,1923,22,Albert E.,9/22/1923,na,na,Coolidge,25,na,na,na
1,Garlington,KELM,4,Navarro,1894,28,Benj. F.,4/28/1894,8/21/1897,1211,Cleveland2,16,McKinley,17,0
0,Bennett,KELM,8,Navarro,1897,21,Stephen H.,8/21/1897,6/19/1899,667,McKinley,17,McKinley,17,0
0,Bennet,KELM,6,Navarro,1899,19,Drurey B.,6/19/1899,2/21/1902,977,McKinley,17,Roosevelt1,19,0
0,Owen,KELM,2,Navarro,1902,21,Geo. G.,2/21/1902,1/15/1907,1789,Roosevelt1,19,Roosevelt2,20,1
1,Day,KERENS,5,Navarro,1882,26,Saunders P.,5/26/1882,8/29/1883,460,Arthur,13,Arthur,13,0
0,Zachry,KERENS,8,Navarro,1883,29,Fletcher S.,8/29/1883,8/28/1889,2191,Arthur,13,Harrison,15,0
0,Caldwell,KERENS,8,Navarro,1889,28,Jas. S.,8/28/1889,2/26/1892,912,Harrison,15,Harrison,15,0
0,Morrow,KERENS,2,Navarro,1892,26,John W.,2/26/1892,9/5/1893,557,Harrison,15,Cleveland2,16,0
0,Perry,KERENS,9,Navarro,1893,5,John H.,9/5/1893,3/14/1898,1651,Cleveland2,16,McKinley,17,0
0,Morrow,KERENS,3,Navarro,1898,14,John W.,3/14/1898,8/15/1906,3075,McKinley,17,Roosevelt2,20,0
0,Smith,KERENS,8,Navarro,1906,15,Chas. E.,8/15/1906,12/29/1914,3058,Roosevelt2,20,Wilson1,22,0
0,McConnico,KERENS,12,Navarro,1914,29,Chas. T.,12/29/1914,4/17/1923,3031,Wilson1,22,Harding,24,0
0,Smith,KERENS,4,Navarro,1923,17,Chas. E.,4/17/1923,na,na,Harding,24,na,na,na
1,Cannon,KEY,1,Navarro,1891,9,Robt. L.,1/9/1891,10/15/1892,645,Harrison,15,Harrison,15,1
1,Watkins,KINGWILLOW,6,Navarro,1894,12,Wm. J.,6/12/1894,7/1/1898,1480,Cleveland2,16,McKinley,17,0
0,Simpson,KINGWILLOW,7,Navarro,1898,1,Jas. B.,7/1/1898,4/11/1903,1744,McKinley,17,Roosevelt1,19,0
0,McMillen,KINGWILLOW,4,Navarro,1903,11,Miles,4/11/1903,1/16/1906,1011,Roosevelt1,19,Roosevelt2,20,0
0,Pharr,KINGWILLOW,1,Navarro,1906,16,John D.,1/16/1906,6/15/1906,150,Roosevelt2,20,Roosevelt2,20,1
1,Drane,LOCUST GROVE,7,Navarro,1860,26,Ed.,7/26/1860,3/20/1862,602,Buchanan,5,Lincoln1,6,0
0,Drane,LOCUST GROVE,3,Navarro,1862,20,Edw.,3/20/1862,1/23/1867,1770,Lincoln1,6,Johnson,8,1
1,McAllister,McALLISTER,11,Navarro,1897,24,Isaac R.,11/24/1897,1/26/1898,63,McKinley,17,McKinley,17,1
1,Hamilton,MANN,6,Navarro,1896,5,Willis H.,6/5/1896,11/1/1897,514,Cleveland2,16,McKinley,17,0
0,Payne,MANN,11,Navarro,1897,1,J. S.,11/1/1897,12/6/1900,1130,McKinley,17,McKinley,17,0
0,Joseph,MANN,12,Navarro,1900,6,Thos. W.,12/6/1900,8/23/1901,260,McKinley,17,McKinley,18,0
0,Medford,MANN,8,Navarro,1901,23,Jas. E.,8/23/1901,1/16/1903,511,McKinley,18,Roosevelt1,19,0
0,Smith,MANN,1,Navarro,1903,16,Andrew B.,1/16/1903,3/28/1904,437,Roosevelt1,19,Roosevelt1,19,0
0,Roberts,MANN,3,Navarro,1904,28,Narcissia C.,3/28/1904,11/15/1904,232,Roosevelt1,19,Roosevelt1,19,1
0,McCalve,MELTON'S,5,Navarro,1852,25,Wm.,5/25/1852,10/4/1852,132,Fillmore,3,Fillmore,3,0
1,McClain,MILDRED,11,Navarro,1897,23,Jas.,11/23/1897,3/8/1899,470,McKinley,17,McKinley,17,0
0,Wood,MILDRED,3,Navarro,1899,8,Robt. A.,3/8/1899,1/15/1907,2869,McKinley,17,Roosevelt2,20,1
1,Folk,MONTFORT,4,Navarro,1896,14,Jacob B. A.,4/14/1896,12/1/1899,1326,Cleveland2,16,McKinley,17,0
0,Thompson,MONTFORT,12,Navarro,1899,1,Wm. S.,12/1/1899,8/21/1901,628,McKinley,17,McKinley,18,0
0,Terry,MONTFORT,8,Navarro,1901,21,Hubert L.,8/21/1901,5/21/1902,273,McKinley,18,Roosevelt1,19,0
0,Edwards,MONTFORT,5,Navarro,1902,21,Willis A.,5/21/1902,6/30/1904,771,Roosevelt1,19,Roosevelt1,19,1
1,Moreland,MORELAND,12,Navarro,1889,19,Wm. A.,12/19/1889,11/11/1893,1423,Harrison,15,Cleveland2,16,1
1,Hagan,MUSKETE,4,Navarro,1848,20,Geo. M.,4/20/1848,4/10/1854,2181,Polk,1,Pierce,4,0
0,Hervey,MUSKETE,4,Navarro,1854,10,Albert G.,4/10/1854,4/11/1856,732,Pierce,4,Pierce,4,0
0,Hogan,MUSKETE,4,Navarro,1856,11,Geo. M.,4/11/1856,3/13/1862,2162,Pierce,4,Lincoln1,6,0
0,Hogan,MUSKETE,3,Navarro,1862,13,Geo. M.,3/13/1862,4/15/1862,33,Lincoln1,6,Lincoln1,6,0
0,Lisman,MUSKETE,4,Navarro,1862,15,B. F.,4/15/1862,4/24/1867,1835,Lincoln1,6,Johnson,8,1
1,Cole,NAVARRO,11,Navarro,1908,18,J. B.,11/18/1908,2/28/1913,1563,Roosevelt2,20,Taft,21,0
0,Eliot,NAVARRO,2,Navarro,1913,28,Edgar A.,2/28/1913,5/23/1919,2275,Taft,21,Wilson2,23,0
0,Tatum,NAVARRO,5,Navarro,1919,23,Felix H.,5/23/1919,10/8/1923,1599,Wilson2,23,Coolidge,25,0
0,Starnes,NAVARRO,10,Navarro,1923,8,Claudia M.,10/8/1923,7/12/1924,278,Coolidge,25,Coolidge,25,0
0,Smith,NAVARRO,7,Navarro,1924,12,Birdie E.,7/12/1924,10/1/1924,81,Coolidge,25,Coolidge,25,0
0,Moore,NAVARRO,10,Navarro,1924,1,Clarence A.,10/1/1924,4/1/1925,182,Coolidge,25,Hoover,26,0
0,Marsh,NAVARRO,4,Navarro,1925,1,Lola,4/1/1925,na,na,Hoover,26,na,na,na
1,Scales,NAVARRO MILLS,7,Navarro,1874,15,Jas. M.,7/15/1874,7/14/1879,1825,Grant2,10,Hayes,11,0
0,Summers,NAVARRO MILLS,7,Navarro,1879,14,Thos. J.,7/14/1879,8/24/1881,772,Hayes,11,Garfield,12,0
0,French,NAVARRO MILLS,8,Navarro,1881,24,. S. C.,8/24/1881,9/29/1882,401,Garfield,12,Arthur,13,1
2,Fox,NAVARRO MILLS,3,Navarro,1891,14,Matt. A.,3/14/1891,11/16/1891,247,Harrison,15,Harrison,15,1
1,Nestor,NESTORVILLE,3,Navarro,1878,18,R. D.,3/18/1878,12/16/1878,273,Hayes,11,Hayes,11,1
1,Baker,PANSY,6,Navarro,1900,29,Thos. W.,6/29/1900,10/26/1909,3406,McKinley,17,Taft,21,0
0,McEntire,PANSY,10,Navarro,1909,26,Henry T.,10/26/1909,4/30/1910,186,Taft,21,Taft,21,1
1,Richie,PELHAM,9,Navarro,1900,22,Louis R.,9/22/1900,3/15/1908,2731,McKinley,17,Roosevelt2,20,1
1,Smith,PINKSTON,12,Navarro,1895,5,Horace F.,12/5/1895,5/22/1896,169,Cleveland2,16,Cleveland2,16,0
0,Lynch,PINKSTON,5,Navarro,1896,22,Wm. D.,5/22/1896,8/21/1897,456,Cleveland2,16,McKinley,17,0
0,Henderson,PINKSTON,8,Navarro,1897,21,Calvin,8/21/1897,4/30/1901,1347,McKinley,17,McKinley,18,0
0,Watson,PINKSTON,4,Navarro,1901,30,Clarence C.,4/30/1901,11/13/1901,197,McKinley,18,Roosevelt1,19,0
0,Roughton,PINKSTON,11,Navarro,1901,13,Mack M.,11/13/1901,2/2/1903,446,Roosevelt1,19,Roosevelt1,19,0
0,Walker,PINKSTON,2,Navarro,1903,2,John E.,2/2/1903,10/19/1905,990,Roosevelt1,19,Roosevelt2,20,0
0,Walker,PINKSTON,10,Navarro,1905,19,Jerry C.,10/19/1905,5/11/1911,2030,Roosevelt2,20,Taft,21,0
0,Prince,PINKSTON,5,Navarro,1911,11,Aaron,5/11/1911,9/9/1912,487,Taft,21,Taft,21,0
0,Reed,PINKSTON,9,Navarro,1912,9,Wm. L.,9/9/1912,1/31/1914,509,Taft,21,Wilson1,22,1
1,Hallmark,PISGAH,8,Navarro,1891,19,Andrew L. P.,8/19/1891,1/13/1892,147,Harrison,15,Harrison,15,1
1,Holsey,PORTERS BLUFF,5,Navarro,1900,14,Walter R.,5/14/1900,10/28/1901,532,McKinley,17,Roosevelt1,19,0
0,Poulter,PORTERS BLUFF,10,Navarro,1901,28,Ralph J.,10/28/1901,6/30/1904,976,Roosevelt1,19,Roosevelt1,19,1
1,Brookshire,POWELL,2,Navarro,1892,24,Thos. J.,2/24/1892,8/10/1896,1629,Harrison,15,Cleveland2,16,0
0,Kelton,POWELL,8,Navarro,1896,10,Alva L.,8/10/1896,1/21/1897,164,Cleveland2,16,Cleveland2,16,0
0,Towns,POWELL,1,Navarro,1897,21,J. R.,1/21/1897,10/16/1897,268,Cleveland2,16,McKinley,17,0
0,Miles,POWELL,10,Navarro,1897,16,J. D.,10/16/1897,12/31/1897,76,McKinley,17,McKinley,17,0
0,Adams,POWELL,12,Navarro,1897,31,Wm. W.,12/31/1897,11/19/1914,6166,McKinley,17,Wilson1,22,0
0,Adams,POWELL,11,Navarro,1914,19,Mary E.,11/19/1914,na,na,Wilson1,22,na,na,na
1,Kellum,PRAIRIE HOME,9,Navarro,1857,2,Thos. R.,9/2/1857,4/2/1858,212,Buchanan,5,Buchanan,5,1
1,Jones,PRYOR,5,Navarro,1901,20,Levi S.,5/20/1901,6/30/1905,1502,McKinley,18,Roosevelt2,20,1
1,Highsmith,PURDON,11,Navarro,1881,7,Owen E.,11/7/1881,10/10/1883,702,Arthur,13,Arthur,13,0
0,Greer,PURDON,10,Navarro,1883,10,Jas. Revis,10/10/1883,1/7/1884,89,Arthur,13,Arthur,13,0
0,Highsmith,PURDON,1,Navarro,1884,7,Owen E.,1/7/1884,2/5/1891,2586,Arthur,13,Harrison,15,0
0,Brim,PURDON,2,Navarro,1891,5,Sinza R.,2/5/1891,4/14/1893,799,Harrison,15,Cleveland2,16,0
0,Gillean,PURDON,4,Navarro,1893,14,Ed. T.,4/14/1893,1/22/1894,283,Cleveland2,16,Cleveland2,16,0
0,Kendall,PURDON,1,Navarro,1894,22,John H.,1/22/1894,3/2/1901,2595,Cleveland2,16,McKinley,17,0
0,Tanner,PURDON,3,Navarro,1901,2,Wm. E.,3/2/1901,12/3/1903,1006,McKinley,17,Roosevelt1,19,0
0,Bates,PURDON,12,Navarro,1903,3,Wm. A.,12/3/1903,2/22/1922,6656,Roosevelt1,19,Harding,24,0
0,French,PURDON,2,Navarro,1922,22,Sam H.,2/22/1922,na,na,Harding,24,na,na,na
0,Carroll,PURSLEY,6,Navarro,1877,18,J. D.,6/18/1877,2/18/1879,610,Hayes,11,Hayes,11,0
0,Pursley,PURSLEY,2,Navarro,1879,18,Wm. H.,2/18/1879,9/4/1883,1659,Hayes,11,Arthur,13,1
2,Kester,PURSLEY,7,Navarro,1884,7,Marvin H.,7/7/1884,12/30/1885,541,Arthur,13,Cleveland1,14,0
0,Pursley,PURSLEY,12,Navarro,1885,30,Wm. H.,12/30/1885,3/20/1891,1906,Cleveland1,14,Harrison,15,0
0,McLain,PURSLEY,3,Navarro,1891,20,Jackson H.,3/20/1891,12/19/1898,2831,Harrison,15,McKinley,17,0
0,Olsen,PURSLEY,12,Navarro,1898,19,Jas. S.,12/19/1898,12/18/1900,729,McKinley,17,McKinley,17,0
0,Bailey,PURSLEY,12,Navarro,1900,18,John A. S.,12/18/1900,12/28/1906,2201,McKinley,17,Roosevelt2,20,0
0,Payne,PURSLEY,12,Navarro,1906,28,Wm. R.,12/28/1906,5/15/1907,138,Roosevelt2,20,Roosevelt2,20,1
1,Dawson,RALEIGH,10,Navarro,1900,3,Benj. R.,10/3/1900,3/11/1901,159,McKinley,17,McKinley,18,0
0,Wilkinson,RALEIGH,3,Navarro,1901,11,Isaac N.,3/11/1901,8/21/1901,163,McKinley,18,McKinley,18,0
0,Seay,RALEIGH,8,Navarro,1901,21,Geo. W.,8/21/1901,3/1/1902,192,McKinley,18,Roosevelt1,19,0
0,Dawson,RALEIGH,3,Navarro,1902,1,Benj. R.,3/1/1902,9/30/1904,944,Roosevelt1,19,Roosevelt1,19,1
1,Re,RE,1,Navarro,1881,25,Jas.,1/25/1881,5/17/1883,842,Hayes,11,Arthur,13,0
0,Yarbrough,RE,5,Navarro,1883,17,Thos.,5/17/1883,11/22/1890,2746,Arthur,13,Harrison,15,0
0,Tate,RE,11,Navarro,1890,22,John H.,11/22/1890,3/19/1895,1578,Harrison,15,Cleveland2,16,0
0,King,RE,3,Navarro,1895,19,Henry B.,3/19/1895,5/4/1900,1872,Cleveland2,16,McKinley,17,0
0,Stroder,RE,5,Navarro,1900,4,John H.,5/4/1900,10/31/1906,2371,McKinley,17,Roosevelt2,20,1
1,Mitchell,RED OAK,1,Navarro,1847,14,David,1/14/1847,na,na,Polk,1,na,na,na
0,Bartlett,RICE,10,Navarro,1872,2,J. C.,10/2/1872,11/23/1875,1147,Grant1,9,Grant2,10,0
0,Holmes,RICE,11,Navarro,1875,23,Wm.,11/23/1875,5/3/1882,2353,Grant2,10,Arthur,13,0
1,Norris,RICE,9,Navarro,1870,27,Jas. W.,9/27/1870,10/2/1872,736,Grant1,9,Grant1,9,0
0,Slade,RICE,5,Navarro,1882,3,Jas. T.,5/3/1882,9/5/1887,1951,Arthur,13,Cleveland1,14,0
0,Todd,RICE,9,Navarro,1887,5,Wm. H.,9/5/1887,4/24/1889,597,Cleveland1,14,Harrison,15,0
0,Slade,RICE,4,Navarro,1889,24,Jas. B.,4/24/1889,9/29/1897,3080,Harrison,15,McKinley,17,0
0,Langham,RICE,9,Navarro,1897,29,Rufus M.,9/29/1897,7/6/1909,4297,McKinley,17,Taft,21,0
0,Holland,RICE,7,Navarro,1909,6,Jos. W.,7/6/1909,11/16/1914,1959,Taft,21,Wilson1,22,0
0,Harper,RICE,11,Navarro,1914,16,Verna K.,11/16/1914,2/6/1923,3004,Wilson1,22,Harding,24,0
0,Allen,RICE,2,Navarro,1923,6,Tilmon Y.,2/6/1923,12/31/1927,1789,Harding,24,Hoover,26,0
0,Coulter,RICE,12,Navarro,1927,31,Abraham H.,12/31/1927,6/19/1929,536,Hoover,26,F.D.Roosevelt1,27,0
0,Starnes,RICE,6,Navarro,1929,19,Claudia M.,6/19/1929,na,na,F.D.Roosevelt1,27,na,na,na
1,Barnes,RICHLAND,5,Navarro,1878,28,Wm. F.,5/28/1878,10/21/1878,146,Hayes,11,Hayes,11,0
0,Ralston,RICHLAND,10,Navarro,1878,21,Wm. G.,10/21/1878,1/18/1882,1185,Hayes,11,Arthur,13,0
0,Patrick,RICHLAND,1,Navarro,1882,18,Jas. T.,1/18/1882,10/5/1888,2452,Arthur,13,Cleveland1,14,0
0,Du Bose,RICHLAND,10,Navarro,1888,5,J. P.,10/5/1888,12/13/1889,434,Cleveland1,14,Harrison,15,0
0,Cooper,RICHLAND,12,Navarro,1889,13,Jos. B.,12/13/1889,12/30/1890,382,Harrison,15,Harrison,15,0
0,McCallon,RICHLAND,12,Navarro,1890,30,John J.,12/30/1890,11/21/1901,3978,Harrison,15,Roosevelt1,19,0
0,Grogan,RICHLAND,11,Navarro,1901,21,Wordsworth T.,11/21/1901,4/30/1904,891,Roosevelt1,19,Roosevelt1,19,0
0,Edgar,RICHLAND,4,Navarro,1904,30,Jas. H.,4/30/1904,12/24/1914,3890,Roosevelt1,19,Wilson1,22,0
0,Smith,RICHLAND,12,Navarro,1914,24,Wm. E.,12/24/1914,2/13/1919,1512,Wilson1,22,Wilson2,23,0
0,Pearce,RICHLAND,2,Navarro,1919,13,Lilla L.,2/13/1919,9/15/1919,214,Wilson2,23,Wilson2,23,0
0,Brown,RICHLAND,9,Navarro,1919,15,Lilla P.,9/15/1919,11/16/1920,428,Wilson2,23,Wilson2,23,0
0,Blood,RICHLAND,11,Navarro,1920,16,Georgia E.,11/16/1920,4/28/1923,893,Wilson2,23,Harding,24,0
0,Brown Jr.,RICHLAND,4,Navarro,1923,28,Arthur N.,4/28/1923,na,na,Harding,24,na,na,na
1,Anderson,RICHLAND CROSSING,3,Navarro,1848,16,Wm. Nicks,3/16/1848,5/17/1849,427,Polk,1,Taylor,2,1
2,Anderson,RICHLAND CROSSING,7,Navarro,1849,28,Wm. N.,7/28/1849,8/30/1854,1859,Taylor,2,Pierce,4,0
0,Chambers,RICHLAND CROSSING,8,Navarro,1854,30,Asa,8/30/1854,7/12/1861,2508,Pierce,4,Lincoln1,6,0
0,Chambers,RICHLAND CROSSING,7,Navarro,1861,12,Asa,7/12/1861,7/30/1866,1844,Lincoln1,6,Johnson,8,0
0,Chambers,RICHLAND CROSSING,7,Navarro,1866,30,M. J.,7/30/1866,11/5/1866,98,Johnson,8,Johnson,8,0
0,Dixson,RICHLAND CROSSING,11,Navarro,1866,5,Mrs. Manilla,11/5/1866,6/5/1867,212,Johnson,8,Johnson,8,0
0,Tucker,RICHLAND CROSSING,6,Navarro,1867,5,John J.,6/5/1867,8/15/1871,1532,Johnson,8,Grant1,9,0
0,Smith,RICHLAND CROSSING,8,Navarro,1871,15,Marshal G.,8/15/1871,11/17/1871,94,Grant1,9,Grant1,9,1
0,Lowrey,ROANE,12,Navarro,1899,1,Wiley P.,12/1/1899,10/10/1901,678,McKinley,17,Roosevelt1,19,0
0,Estes,ROANE,10,Navarro,1901,10,J. R.,10/10/1901,1/14/1902,96,Roosevelt1,19,Roosevelt1,19,0
0,Harrell,ROANE,1,Navarro,1902,14,Wm. E.,1/14/1902,12/7/1904,1058,Roosevelt1,19,Roosevelt1,19,0
0,Estes,ROANE,12,Navarro,1904,7,Jas. F.,12/7/1904,4/17/1920,5610,Roosevelt1,19,Wilson2,23,0
